"Latest: Time (s)","Latest: Pressure (kPa)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)"
19.55,100.894042641,-0.174532925199,0.0557535733276,6.36452626923
19.6,100.815139444,-0.161442955809,0.336945508371,6.00630282708
19.65,100.894042641,-0.14398966329,0.656922537903,5.41105936305
19.7,100.894042641,-0.0959931088597,0.95265888338,3.31154678291
19.75,100.894042641,-0.0392699081699,1.0471975512,0.0282807980647
19.8,100.894042641,0.0174532925199,0.942962609758,-3.06509982835
19.85,100.894042641,0.0610865238198,0.68601135877,-4.98684739208
19.9,100.972945838,0.0872664625997,0.387850944888,-5.56054358139
19.95,100.972945838,0.10035643199,0.0848423941942,-5.09323706099
20,100.972945838,0.0916297857297,-0.140595967522,-4.17613118089
20.05,100.972945838,0.0829031394697,-0.300584482288,-3.70074443247
20.1,100.894042641,0.0654498469498,-0.509054365165,-3.13512847117
20.15,100.972945838,0.0305432619099,-0.671466948337,-1.48945536474
20.2,100.815139444,-0.00872664625997,-0.688435427176,0.774355185105
20.25,100.894042641,-0.0436332312999,-0.57692828052,2.72303684223
20.3,100.894042641,-0.0698131700798,-0.378154671265,3.78693353133
20.35,100.894042641,-0.0829031394697,-0.150292241144,3.75595932393
20.4,100.894042641,-0.0829031394697,0.0363610260832,2.92315715616
20.45,100.972945838,-0.0741764932098,0.1308996939,2.23660711552
20.5,100.894042641,-0.0698131700798,0.218166156499,2.25222888969
20.55,100.972945838,-0.0567232006898,0.365064701875,2.18166156499
20.6,100.972945838,-0.0305432619099,0.465421133865,1.68149545065
20.65,101.051849035,-0.00436332312999,0.509054365165,1.23950697804
